database/_name,database/__text,source-app/_name,source-app/__text,ref-type/_name,ref-type/__text,contributors/authors/author/0,contributors/authors/author/1,contributors/authors/author/2,contributors/authors/author/3,contributors/authors/author/4,contributors/authors/author/5,titles/title,periodical/full-title,pages,dates/year,dates/pub-dates/date,publisher,remote-database-name,urls/pdf-urls/url/0,urls/text-urls/url/0,custom3,contributors/authors/author/6,titles/secondary-title,volume,number,issue,titles/short-title,urls/text-urls/url/1,research-notes,custom2,contributors/authors/author/7,contributors/authors/author/8,contributors/authors/author/9,work-type,misc2,keywords/keyword/0,keywords/keyword/1,keywords/keyword/2,keywords/keyword/3,keywords/keyword/4,keywords/keyword/5,keywords/keyword/6,keywords/keyword/7,keywords/keyword/8,keywords/keyword/9,keywords/keyword/10,keywords/keyword/11,keywords/keyword/12,keywords/keyword/13,keywords/keyword/14,keywords/keyword/15,keywords/keyword/16,keywords/keyword/17,keywords/keyword/18,keywords/keyword/19,keywords/keyword/20,keywords/keyword/21,keywords/keyword/22,keywords/keyword/23,keywords/keyword/24,keywords/keyword/25,keywords/keyword/26,keywords/keyword/27,keywords/keyword/28,electronic-resource-num,abstract,keywords/keyword/29,keywords/keyword/30,keywords/keyword/31,keywords/keyword/32,keywords/keyword/33,keywords/keyword/34,keywords/keyword/35,keywords/keyword/36,keywords/keyword/37,keywords/keyword/38,keywords/keyword/39,keywords/keyword/40,keywords/keyword/41,keywords/keyword/42,urls/web-urls/url/0,access-date,isbn,custom1,misc1,language,contributors/authors/author/10,periodical/abbr-1,contributors/secondary-authors/author/0,contributors/secondary-authors/author/1,titles/tertiary-title,pub-location,keywords/keyword/43,keywords/keyword/44,contributors/secondary-authors/author/2,contributors/secondary-authors/author/3,contributors/secondary-authors/author/4,contributors/secondary-authors/author/5,contributors/secondary-authors/author/6,contributors/secondary-authors/author/7,contributors/secondary-authors/author/8,contributors/secondary-authors/author/9,contributors/secondary-authors/author/10,contributors/secondary-authors/author/11,contributors/authors/author/11,contributors/authors/author/12,contributors/authors/author/13,contributors/authors/author/14,contributors/authors/author/15,contributors/authors/author/16,contributors/authors/author/17,contributors/authors/author/18,contributors/authors/author/19,contributors/authors/author/20,contributors/authors/author/21,contributors/authors/author/22,contributors/authors/author/23,contributors/tertiary-authors/author/0
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Barbosa, Celio Fonseca","Nallin, Flávio Eduardo",,,,,Corrosion detection robot for energized power lines,Proceedings of the 2014 3rd International Conference on Applied Robotics for the Power Industry,1-6,2014,October 2014,,IEEE Xplore,,C:\Users\StanS\Zotero\storage\CPBYAIUM\7030059.html,Proceedings of the 2014 3rd International Conference on Applied Robotics for the Power Industry,,Proceedings of the 2014 3rd International Conference on Applied Robotics for the Power Industry,,,,,,,,,,,,,mobile robots,Robot sensing systems,ACSR,ACSR conductor,Al,alternating longitudinal magnetic field,aluminium,aluminum conductor steel reinforced,coil impedance,Conductors,contactless coil,corrosion,Corrosion,corrosion detection,corrosion detection robot,eddy current,eddy currents,energized power lines,ground-based operator,inspecting robot,Inspection,live overhead conductor,overhead line conductors,Poles and towers,portable computer,portable computers,power cables,radio link,radio links,10.1109/CARPI.2014.7030059,"This paper describes a corrosion detection robot that operates on energized power lines. The robot is installed on a live overhead conductor and it is controlled by the ground-based operator using a portable computer and a radio link. The sensor carried by the robot is capable of detecting the remaining thickness of the zinc layer over the steel wires that make the core of the aluminum conductor steel reinforced (ACSR) commonly used in power lines. The sensor is made of a contactless coil that encircles the conductor and applies an alternating longitudinal magnetic field along the conductor. This field induces eddy currents in the zinc layer that changes the coil impedance, which is used to obtain the zinc layer thickness. The robot can be installed on the line conductor using a hot stick, so that it is necessary a minimum equipment and personnel to perform an inspection.",steel,steel wires,wires (electric),zinc,Zinc,zinc layer,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Kurilova-Palisaitiene, J.","Permin, E.","Mannheim, T.","Buhse, K.","Lorenz, M.","Schmitt, R.",Industrial energy efficiency potentials: an assessment of three different robot concepts,International Journal of Sustainable Engineering,185-196,2017,"May 4, 2017",,Taylor and Francis+NEJM,,C:\Users\StanS\Zotero\storage\SE2I42CG\19397038.2017.html,,"Corves, B.",International Journal of Sustainable Engineering,10,3,3,Industrial energy efficiency potentials,,,,"Björkman, M.",,,,,Industrial energy use,PARAGRIP,parallel robots,serial robots,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/19397038.2017.1284280,"The rise in energy consumption and the associated costs instigate financial concerns among industrial energy consumers. For industrial processes addressing heating and cooling as well as material transformation, a wide range of energy efficiency measures have been developed and successfully implemented. In contrast to that, most robot-based operations such as pick-and-place motions or assembly tasks still use inefficient standard concepts causing high-energy consumption and high-energy costs. Thanks to a rather low payload-to-weight ratio of new robot designs, such as parallel kinematic or hybrid robot manipulators, a high potential for energy savings is expected. This article identifies potentials for energy saving concerning industrial consumers by assessing three different robot concepts. Based on a literature review, two existing designs for robots – the conventional serial robot and the parallel kinematic robot are analysed and compared with respect to the energy utilised during a typical item placement task. Afterwards, the concept of PARAGRIP, a hybrid of the two presented robot designs is introduced and examined based on simulation regarding its energy consumption. The final results demonstrate significantly different energy consumptions between the robot concepts, identifying potential savings of about 40% in a selected industrial application scenario.",,,,,,,,,,,,,,,https://doi.org/10.1080/19397038.2017.1284280,2020-03-27 13:23:57,1939-7038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Ji, Chen","Kong, Minxiu","Li, Ruifeng",,,,Time-Energy Optimal Trajectory Planning for Variable Stiffness Actuated Robot,IEEE Access,14366-14377,2019,2019,,IEEE Xplore,C:\Users\StanS\Zotero\storage\24YYTZXI\Ji et al. - 2019 - Time-Energy Optimal Trajectory Planning for Variab.pdf,C:\Users\StanS\Zotero\storage\97PJMCVJ\8606051.html,,,IEEE Access,7,,,,,,,,,,,,Trajectory,trajectory control,Robots,manipulator dynamics,manipulator kinematics,path planning,Planning,motion control,robots,optimal control,Optimal control,actuators,Actuators,Dynamics,arm stiffness variation,nonlinear dynamic system,nonlinear dynamical systems,Optimal control method,redundant dynamic system,redundant robot,Task analysis,time-energy optimal control policy,time-energy optimal trajectory planning,variable stiffness actuated robot,variable stiffness actuator,variable structure systems,,,,10.1109/ACCESS.2019.2891663,"A variable stiffness actuator is inspired by the human motor control and is the most popular actuator used to exploit the human performance and human-like motion. However, these actuators are typically highly non-linear and redundant not only in their kinematics but also in their dynamics due to their capability to modulate their stiffness and positions simultaneously. It is not trivial to generate the trajectory for a strongly non-linear and redundant dynamic system equipped with variable stiffness actuators. In this paper, a trajectory planning method for a variable stiffness actuated robot via a time-energy optimal control policy is proposed. The simulation studies demonstrate the effectiveness of the trajectory planning method through the case studies of a two degree of freedom variable stiffness actuated robot. Furthermore, the results show that the proposed method could be able to generate the motion which is similar to the human arm motion strategy.",,,,,,,,,,,,,,,,,2169-3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"de Oliveira, Vinícius Menezes","Lages, Walter Fetter",,,,,Control of a brachiating robot for inspection of aerial power lines,2010 1st International Conference on Applied Robotics for the Power Industry,1-6,2010,October 2010,,IEEE Xplore,,C:\Users\StanS\Zotero\storage\ZJDCDQJC\5624469.html,2010 1st International Conference on Applied Robotics for the Power Industry,,2010 1st International Conference on Applied Robotics for the Power Industry,,,,,,,,,,,,,Robot kinematics,Trajectory,Joints,mobile robots,Computational modeling,Optimization,nonlinear control systems,inspection,Torque,linear systems,power transmission lines,aerial power lines inspection,brachiating robot,Brachiating Robot,linearized model-based MPC,model predictive control,multivariable system,multivariable systems,nonlinear model-based MPC,predictive control,Predictive Control,Real-Time Systems,realtime predictive control,,,,,,,10.1109/CARPI.2010.5624469,"The present work addresses the problem of realtime predictive control of a brachiating robot. The robot is constrained (underactuated, limited torque) and a multivariable system, which implies a very difficult problem due to the large amount of on-line computation that is required. Previous works demonstrated that it is not possible to consider the nonlinear model-based MPC under real-time constraints. To overcome this problem we present a linearized model-based MPC, which is able to be handled under real-time constraints.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Book,6,"Seibt, J.","Nørskov, M.","Hakli, R.",,,,Sociable Robots and the Future of Social Relations: Proceedings of Robo-Philosophy 2014,,380,2014,2014-12-18,IOS Press,Google Books,,https://books.google.nl/books?id=RUAoBgAAQBAJ,,,,,,,Sociable Robots and the Future of Social Relations,,,,,,,,,Computers / Intelligence (AI) & Semantics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The robotics industry is growing rapidly, and to a large extent the development of this market sector is due to the area of social robotics – the production of robots that are designed to enter the space of human social interaction, both physically and semantically. Since social robots present a new type of social agent, they have been aptly classified as a disruptive technology, i.e. the sort of technology which affects the core of our current social practices and might lead to profound cultural and social change. Due to its disruptive and innovative potential, social robotics raises not only questions about utility, ethics, and legal aspects, but calls for “robo-philosophy” – the comprehensive philosophical reflection from the perspectives of all philosophical disciplines. This book presents the proceedings of the first conference in this new area, “Robo-Philosophy 2014 – Sociable Robots and the Future of Social Relations, held in Aarhus, Denmark, in August 2014. The short papers and abstracts collected here address questions of social robotics from the perspectives of philosophy of mind, social ontology, ethics, meta-ethics, political philosophy, aesthetics, intercultural philosophy, and metaphilosophy. Social robotics is still in its early stages, but it is precisely now that we need to reflect its possible cultural repercussions. This book is accessible to a wide readership and will be of interest to everyone involved in the development and use of social robotics applications, from social roboticists to policy makers.",,,,,,,,,,,,,,,,,978-1-61499-480-0,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Book Section,5,"Otsu, Kyohei","Kubota, Takashi",,,,,Energy-Aware Terrain Analysis for Mobile Robot Exploration,Field and Service Robotics: Results of the 10th International Conference,373-388,2016,2016,Springer International Publishing,Springer Link,,,,,Field and Service Robotics: Results of the 10th International Conference,,,,,,,,,,,,,Coarse Gravel,Energy Consumption,Energy Consumption Model,Vibration Measurement,Vibration Signal,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper presents an approach to predict energy consumption in mobility systems for wheeled ground robots. The energy autonomy is a critical problem for various battery-powered systems. Specifically, the consumption prediction in mobility systems, which is difficult to obtain due to its complex interactivity, can be used to improve energy efficiency. To address this problem, a self-supervised approach is presented which considers terrain geometry and soil types. Especially, this paper analyzes soil types which affect energy usage models, then proposes a prediction scheme based on terrain type recognition and simple consumption modeling. The developed vibration-based terrain classifier is validated with a field test in diverse volcanic terrain.",,,,,,,,,,,,,,,https://doi.org/10.1007/978-3-319-27702-8_25,2020-03-27 13:24:16,978-3-319-27702-8,,,en,,,"Wettergreen, David S.","Barfoot, Timothy D.",Springer Tracts in Advanced Robotics,Cham,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Web Page,12,,,,,,,Development and Dynamics Simulation of De-icing Robot for Overhead Power Transmission Lines--《Water Resources and Power》2011年03期,,,,,,,,C:\Users\StanS\Zotero\storage\RXQJFBKU\CJFDTotal-SDNY201103050.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://en.cnki.com.cn/Article_en/CJFDTotal-SDNY201103050.htm,2020-03-27 13:24:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Kaplan, Adam","Kingry, Nathaniel","Uhing, Paul","Dai, Ran",,,Time-Optimal Path Planning With Power Schedules for a Solar-Powered Ground Robot,IEEE Transactions on Automation Science and Engineering,1235-1244,2017,April 2017,,IEEE Xplore,,C:\Users\StanS\Zotero\storage\XPU9TE48\7425281.html,,,IEEE Transactions on Automation Science and Engineering,14,2,2,,,,,,,,,,Robots,Vehicles,path planning,Schedules,Path planning,power management,Power demand,energy harvesting,integrated path planning,particle swarm optimisation,Particle swarm optimization (PSO),particle swarm optimization method,power management problem,power schedules,remotely operated vehicles,scalar field,Solar energy,solar power,Solar radiation,solar radiation density,solar-powered ground robot,solar-powered robot,solar-powered unmanned ground vehicle,time-optimal path planning,,,,,,10.1109/TASE.2016.2533418,"This paper examines an integrated path planning and power management problem for a solar-powered unmanned ground vehicle (UGV). The proposed method seeks to minimize the travel time of the UGV through an area of known energy density by designing a smooth, heuristically optimized path and allocating the vehicle's power among its electrical components, while the UGV harvests ambient energy along the designed path to satisfy with the mission's strict energy constraints. A scalar field is first established to evaluate the solar radiation density at discrete locations. A modified particle swarm optimization method is applied to search for a minimal time path wherein the energy gathered is equal to or greater than the energy expended. The proposed modeling and optimization strategy is verified through computer simulation and experimental demonstration.",,,,,,,,,,,,,,,,,1558-3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Xiao, Xiaohui","Wu, Gongping","Li, Sanping",,,,Dynamic Coupling Simulation of a Power Transmission Line Inspection Robot with its Flexible Moving Path when Overcoming Obstacles,2007 IEEE International Conference on Automation Science and Engineering,326-331,2007,Sep. 2007,,IEEE Xplore,,C:\Users\StanS\Zotero\storage\NJC2LESX\4341691.html,2007 IEEE International Conference on Automation Science and Engineering,,2007 IEEE International Conference on Automation Science and Engineering,,,,,,,,,,,,,Robots,Power engineering and energy,power transmission lines,Robotics and automation,Inspection,Couplings,dynamic coupling simulation,inspection robot,Instruments,Lagrange equation,Mechanical engineering,modal analysis,modal synthesis,overhead transmission line,power transmission line,Power transmission lines,Transmission line theory,USA Councils,,,,,,,,,,,,10.1109/COASE.2007.4341691,"The influence of the flexibility moving path-overhead transmission line -on the inspection robot's dynamic response performance is studied through coupling dynamic simulation. First, a rigid multi-body dynamic model of the robot and a flexible multi-body dynamic model of a span of transmission line were built with Lagrange equation and modal synthesis method, respectively. Then the two models were coupled in the grasping point under two typical postures of passing obstacles. The dynamic response simulation of each posture was carried out with three different spans of flexible overhead transmission line. The laws governing impacts of flexible job environment upon the robot's dynamic response performance are explored through simulation results comparison and analysis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"Hassounah, Khaled",,,,,,Robot assisted modular battery interchanging system,,,2018,2018-01-16,AMPLE Inc,,C:\Users\StanS\Zotero\storage\9HZBKP88\Hassounah - 2018 - Robot assisted modular battery interchanging syste.pdf,,US,,,,,,,,,2018-01-16,,,,,,robot,battery,modular,vehicle,weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://patents.google.com/patent/US9868421B2/en,2020-03-27 13:24:59,US9868421B2,2016-06-17,"US15/185,986",en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Web Page,12,"Liu, Yanjie","Liang, Le","Han, Haijun","Zhang, Shijie",,,A Method of Energy-Optimal Trajectory Planning for Palletizing Robot,Mathematical Problems in Engineering,,2017,2017,,,C:\Users\StanS\Zotero\storage\R5JBET77\Liu et al. - 2017 - A Method of Energy-Optimal Trajectory Planning for.pdf,C:\Users\StanS\Zotero\storage\9DWVVWDK\5862457.html,,,Mathematical Problems in Engineering,,,,,,,,,,,Research Article,Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In this work, the energy-optimal trajectory planning and initial pick point searching problem for palletizing robot with high load capacity and high speed are studied, in which the pick point and place point of the robot are fixed to a desired location for each single task. These optimization problems have been transformed to ternary functional extremum problem and parameters optimal selection problem in which the performance index of the problems the rigid-flexible coupling dynamics model of the robot, and the constraint and boundary conditions of the robot are given. The fourth-order Runge-Kutta method, multiple shooting method, and traversing method are used to solve these specific mathematical problems. The effectiveness of the trajectory planning method is validated by the experimental and simulating results; thus the research work done here provides important support for subsequent palletizing robot research.",,,,,,,,,,,,,,,https://www.hindawi.com/journals/mpe/2017/5862457/,2020-03-27 13:25:06,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
