,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,i1,i2,i3,i4,i5,e1,e2,e3,e4,e5
180,T5FIP994,journalArticle,2016.0,"Alghooneh, Mansoor; Wu, Christine Qiong; Esfandiari, Masoumeh",A passive-based physical bipedal robot with a dynamic and energy-efficient gait on the flat ground,IEEE/ASME Transactions on Mechatronics,,,,,,2016,2020-03-29 15:00:22,2020-03-29 15:00:22,,1977–1984,,4,21.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,C:\Users\StanS\Zotero\storage\9QB5B48Y\7422811.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
181,P55XIW38,journalArticle,2016.0,"Rahman, SM Mizanoor; Ikeura, Ryojun",Cognition-Based Control and Optimization Algorithms for Optimizing Human-Robot Interactions in Power-Assisted Object Manipulation.,J. Inf. Sci. Eng.,,,,,,2016,2020-03-29 15:00:22,2020-03-29 15:00:22,,1325–1344,,5,32.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\YZE2RMHR\Rahman and Ikeura - 2016 - Cognition-Based Control and Optimization Algorithm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
182,W2MX449R,journalArticle,2016.0,"Patil, Madhav; Abukhalil, Tamer; Patel, Sarosh; Sobh, Tarek",UB Swarm: hardware implementation of heterogeneous swarm robot with fault detection and power management,International Journal of Computing,,,,,,2016,2020-03-29 15:00:22,2020-03-29 15:00:22,,162–176,,3,15.0,,,UB Swarm,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\8MID4QLQ\Patil et al. - 2016 - UB Swarm hardware implementation of heterogeneous.pdf; C:\Users\StanS\Zotero\storage\4AFLLVAI\849.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
183,KBEU59RN,journalArticle,2014.0,"Roy, Shibendu Shekhar; Pratihar, Dilip Kumar","Kinematics, dynamics and power consumption analyses for turning motion of a six-legged robot",Journal of Intelligent & Robotic Systems,,,,,,2014,2020-03-29 15:00:22,2020-03-29 15:00:22,,663–688,,3-4,74.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Springer,,"C:\Users\StanS\Zotero\storage\V38MPTPM\Roy and Pratihar - 2014 - Kinematics, dynamics and power consumption analyse.pdf; C:\Users\StanS\Zotero\storage\YDEWUCEE\s10846-013-9850-6.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
184,Z9RVCNGE,journalArticle,2016.0,"Ortigoza, Ramon Silva; Sanchez, Jose Rafael Garcia; Guzman, Victor Manuel Hernandez; Sanchez, Celso Marquez; Aranda, Mariana Marcelino",Trajectory tracking control for a differential drive wheeled mobile robot considering the dynamics related to the actuators and power stage,IEEE latin America transactions,,,,,,2016,2020-03-29 15:00:36,2020-03-29 15:00:36,,657–664,,2,14.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,C:\Users\StanS\Zotero\storage\ZS66VBDH\7437207.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
185,WB8KNAIE,conferencePaper,2009.0,"Simas, Henrique; Barasuol, Victor; Kinceler, Roberto; Raposo, Emerson; Martins, Daniel; Pieri, Edson Roberto; De Negri, Victor Juliano; Stemmer, Marcelo; Castelan, Eugênio B.; Negreiros, Daniel Campos",Kinematic conception of a hydraulic robot applied to power line insulators maintenance,20th Cobem-International Congress of Mechanocal Engineering,,,,,,2009,2020-03-29 15:00:36,2020-03-29 15:00:36,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\8BUU993L\Simas et al. - 2009 - Kinematic conception of a hydraulic robot applied .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
186,AV2YFBDZ,journalArticle,2016.0,"Panda, Kaibalya Prasad; Behera, Nirakar; Biswal, Kamal Lochan",Wireless power transfer application in GSM controlled robot for home automation,"World Academy of Science, Engineering and Technology International Journal of Electronics and Communication Engineering",,,,,,2016,2020-03-29 15:00:36,2020-03-29 15:00:36,,,,8,10.0,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
187,C5C4MM33,conferencePaper,2014.0,"Pentzer, Jesse; Brennan, Sean; Reichard, Karl",On-line estimation of vehicle motion and power model parameters for skid-steer robot energy use prediction,2014 American Control Conference,,,,,,2014,2020-03-29 15:00:36,2020-03-29 15:00:36,,2786–2791,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\XB9DJSA2\6859073.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
188,KZ4G85I6,conferencePaper,2018.0,"Ranaweera, RKPS; Jayasiri, WATI; Tharaka, W. G. D.; Gunasiri, JHHP; Gopura, RARC; Jayawardena, T. S. S.; Mann, G. K. I.",Anthro-X: Anthropomorphic lower extremity exoskeleton robot for power assistance,"2018 4th International Conference on Control, Automation and Robotics (ICCAR)",,,,,,2018,2020-03-29 15:00:36,2020-03-29 15:00:36,,82–87,,,,,,Anthro-X,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\3TUC9HDC\Ranaweera et al. - 2018 - Anthro-X Anthropomorphic lower extremity exoskele.pdf; C:\Users\StanS\Zotero\storage\Y5WUTIVM\8384649.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
189,QQNPFWSE,conferencePaper,2006.0,"Tsukahara, Kiyoshi; Tanaka, Yorihiko; Takasu, Norihiko; Hori, Ryosuke; He, Yingxin; Tatematsu, Hiroki; Tatsuno, Kyouichi",Vision for a power distribution line maintenance robot-Environments input,2006 IEEE International Symposium on MicroNanoMechanical and Human Science,,,,,,2006,2020-03-29 15:00:36,2020-03-29 15:00:36,,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\A38YHQR3\4110375.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
190,BDKJDX5Q,journalArticle,2012.0,"Gao, Xueshan; Shao, Jie; Dai, Fuquan; Zong, Chengguo; Guo, Wenzeng; Bai, Yang",Strong magnetic units for a wind power tower inspection and maintenance robot,International Journal of Advanced Robotic Systems,,,,,,2012,2020-03-29 15:00:36,2020-03-29 15:00:36,,189,,5,9.0,,,,,,,,,,,,,,,Google Scholar,,"Publisher: SAGE Publications Sage UK: London, England",,C:\Users\StanS\Zotero\storage\SQFC9XLB\Gao et al. - 2012 - Strong magnetic units for a wind power tower inspe.pdf; C:\Users\StanS\Zotero\storage\E7TBCUCB\53780.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
191,XWQSKDML,conferencePaper,2011.0,"Liu, Tao; Zhang, Bin; Jia, Jixing",Electromagnetic navigation system design of the green house spraying robot,2011 Second International Conference on Mechanic Automation and Control Engineering,,,,,,2011,2020-03-29 15:00:36,2020-03-29 15:00:36,,2140–2144,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\7GIDLD3X\5987400.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
192,GUWRHNGL,conferencePaper,2017.0,"Scheunemann, Marcus M.; Dautenhahn, Kerstin",Bluetooth low energy for autonomous human-robot interaction,Proceedings of the Companion of the 2017 ACM/IEEE International Conference on Human-Robot Interaction,,,,,,2017,2020-03-29 15:00:36,2020-03-29 15:00:36,,52–52,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\3WWPI9W8\Scheunemann and Dautenhahn - 2017 - Bluetooth low energy for autonomous human-robot in.pdf; C:\Users\StanS\Zotero\storage\CS7MTSRF\3029798.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
193,8YUM4TER,journalArticle,2008.0,"Xiao, Xiaohui; Wu, Gongping; Xiao, Hua; Dai, Jinchun",An inspection robot for high voltage power transmission line and its dynamics study,Service Robot Applications,,,,,,2008,2020-03-29 15:01:43,2020-03-29 15:01:43,,342,,,331.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: BoD–Books on Demand,,C:\Users\StanS\Zotero\storage\8DSDFHUS\books.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
194,79PU7MB7,conferencePaper,2012.0,"Rahman, SM Mizanoor; Ikeura, Ryojun",Investigating the factors affecting human's weight perception in lifting objects with a power assist robot,2012 IEEE RO-MAN: The 21st IEEE International Symposium on Robot and Human Interactive Communication,,,,,,2012,2020-03-29 15:01:43,2020-03-29 15:01:43,,228–233,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\RZJGY43Y\6343758.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
195,BMKTRBN9,journalArticle,2018.0,"Gandolfi, Marialuisa; Formaggio, Emanuela; Geroin, Christian; Storti, Silvia Francesca; Boscolo Galazzo, Ilaria; Bortolami, Marta; Saltuari, Leopold; Picelli, Alessandro; Waldner, Andreas; Manganotti, Paolo",Quantification of upper limb motor recovery and EEG power changes after robot-assisted bilateral arm training in chronic stroke patients: a prospective pilot study,Neural plasticity,,,,,,2018,2020-03-29 15:01:43,2020-03-29 15:01:43,,,,,2018.0,,,Quantification of upper limb motor recovery and EEG power changes after robot-assisted bilateral arm training in chronic stroke patients,,,,,,,,,,,,Google Scholar,,Publisher: Hindawi,,C:\Users\StanS\Zotero\storage\966SX2GT\Gandolfi et al. - 2018 - Quantification of upper limb motor recovery and EE.pdf; C:\Users\StanS\Zotero\storage\IF8ZYYNE\8105480.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
196,RJEEKEH4,journalArticle,2018.0,"Xie, Li; Henkel, Christian; Stol, Karl; Xu, Weiliang",Power-minimization and energy-reduction autonomous navigation of an omnidirectional Mecanum robot via the dynamic window approach local trajectory planning,International Journal of Advanced Robotic Systems,,,,,,2018,2020-03-29 15:01:43,2020-03-29 15:01:43,,1729881418754563,,1,15.0,,,,,,,,,,,,,,,Google Scholar,,"Publisher: SAGE Publications Sage UK: London, England",,C:\Users\StanS\Zotero\storage\CT9YLLBR\Xie et al. - 2018 - Power-minimization and energy-reduction autonomous.pdf; C:\Users\StanS\Zotero\storage\W833UEQP\1729881418754563.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
197,YZUALCBT,journalArticle,2009.0,"Elango, N.; Marappan, R.",Development of contact model of a robot soft finger for power grasping and determination of its contact width,International Journal of Recent Trends in Engineering,,,,,,2009,2020-03-29 15:01:43,2020-03-29 15:01:43,,5,,5,1.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Academy Publisher,,C:\Users\StanS\Zotero\storage\PTMRAG9Z\1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
198,II2VQ9JT,journalArticle,2016.0,"Kim, Jin C.; Lee, Jong L.; Yoon, Yong S.; Alotaibi, Abdulrahman M.; Kim, Jihun",Utility of indocyanine-green fluorescent imaging during robot-assisted sphincter-saving surgery on rectal cancer patients,The International Journal of Medical Robotics and Computer Assisted Surgery,,,,,,2016,2020-03-29 15:01:43,2020-03-29 15:01:43,,710–717,,4,12.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Wiley Online Library,,C:\Users\StanS\Zotero\storage\KMLEDRAX\rcs.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
199,PU3EFZ4N,conferencePaper,2010.0,"Kiguchi, Kazuo; Kose, Yasunori; Hayashi, Yoshiaki",An upper-limb power-assist exoskeleton robot with task-oriented perception-assist,2010 3rd IEEE RAS & EMBS International Conference on Biomedical Robotics and Biomechatronics,,,,,,2010,2020-03-29 15:01:43,2020-03-29 15:01:43,,88–93,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\KX6XGKUD\5626025.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
200,L7PIZK5N,conferencePaper,2003.0,"Takemura, H.; Ueda, J.; Matsumoto, Y.; Ogasawara, T.",The influence of friction on gait and energy efficiency of the walking robot based on rhythmic control,"Proc. 2nd International Symposium on Adaptive Motion in Animals and Machines (AMAM 2003), Kyoto, Japan",,,,,,2003,2020-03-29 15:01:43,2020-03-29 15:01:43,,,,,,,,,,,,,Citeseer,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\PJIYPLPK\Takemura et al. - 2003 - The influence of friction on gait and energy effic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
201,EPQFRY88,conferencePaper,2010.0,"Ito, Shiro; Ichiyanagi, Takayuki; Maekawa, Naoki; Murata, Takuya; Yamamoto, Yusuke; Tatsuno, Kyoichi",The simulation of Semi-Autonomous Remote power distribution task robot,2010 International Symposium on Micro-NanoMechatronics and Human Science,,,,,,2010,2020-03-29 15:01:43,2020-03-29 15:01:43,,214–219,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\GXE6J464\5669531.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
202,N8LS554X,journalArticle,2018.0,"TRENEV, Vasil; ROBSON, Nina; PETROV, Emil",Vehicle and Robot Applications Specific Development System for Hybrid Energy Storages with Novel Electrochemical Components,Complex Control Systems,,,,,,2018,2020-03-29 15:01:51,2020-03-29 15:01:51,,84–87,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\NT9CSYKW\TRENEV et al. - 2018 - Vehicle and Robot Applications Specific Developmen.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
203,HKK7CLGI,journalArticle,2017.0,"Choi, JaeNeung; Jeong, Kyungmin; Seo, TaeWon",Comparison of linear and torsion-based dynamic modeling of a jumping robot via energy conversion,International Journal of Precision Engineering and Manufacturing,,,,,,2017,2020-03-29 15:01:51,2020-03-29 15:01:51,,1529–1535,,11,18.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Springer,,C:\Users\StanS\Zotero\storage\ZXJBBHJK\s12541-017-0181-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
204,NBG5M76S,journalArticle,2015.0,"Deng, Zongquan; Liu, Yiqun; Ding, Liang; Gao, Haibo; Yu, Haitao; Liu, Zhen",Motion planning and simulation verification of a hydraulic hexapod robot based on reducing energy/flow consumption,Journal of Mechanical Science and Technology,,,,,,2015,2020-03-29 15:01:51,2020-03-29 15:01:51,,4427–4436,,10,29.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Springer,,C:\Users\StanS\Zotero\storage\EQE4XM6Y\s12206-015-0941-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
205,UIJXYRDT,conferencePaper,2011.0,"Chen, Sheng; Chen, Chih-Chen; Huang, Han-Pang; Hwu, Chen-Chain",Implementation of cell balancing with super-capacitor for robot power system,2011 9th World Congress on Intelligent Control and Automation,,,,,,2011,2020-03-29 15:01:51,2020-03-29 15:01:51,,468–473,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\FTZXI57C\5970558.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
206,JLHI5ZUZ,conferencePaper,2010.0,"de Oliveira, Vinícius Menezes; Lages, Walter Fetter",Control of a brachiating robot for inspection of aerial power lines,2010 1st International Conference on Applied Robotics for the Power Industry,,,,,,2010,2020-03-29 15:01:51,2020-03-29 15:01:51,,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\C6ZY28PE\5624469.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
207,EKSM7DNY,journalArticle,2019.0,"Ji, Chen; Kong, Minxiu; Li, Ruifeng",Time-energy optimal trajectory planning for variable stiffness actuated robot,IEEE Access,,,,,,2019,2020-03-29 15:01:51,2020-03-29 15:01:51,,14366–14377,,,7.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,C:\Users\StanS\Zotero\storage\R237Z6BW\8606051.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
208,3MSD57KH,conferencePaper,2014.0,"Barbosa, Celio Fonseca; Nallin, Flávio Eduardo",Corrosion detection robot for energized power lines,Proceedings of the 2014 3rd International Conference on Applied Robotics for the Power Industry,,,,,,2014,2020-03-29 15:01:51,2020-03-29 15:01:51,,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\7B8E5ZF5\7030059.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
209,5VZD4FAU,conferencePaper,2014.0,"Gladden, Matthew E.",The Social Robot as' Charismatic Leader': A Phenomenology of Human Submission to Nonhuman Power.,Robophilosophy,,,,,,2014,2020-03-29 15:01:51,2020-03-29 15:01:51,,329–339,,,,,,The Social Robot as' Charismatic Leader',,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\3XDZNTLL\Gladden - 2014 - The Social Robot as' Charismatic Leader' A Phenom.pdf; C:\Users\StanS\Zotero\storage\NQ5UNVKT\books.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
210,NERZHZ84,journalArticle,2017.0,"Kurilova-Palisaitiene, Jelena; Permin, Eike; Mannheim, Tom; Buhse, K.; Lorenz, M.; Schmitt, R.; Corves, B.; Björkman, Mats",Industrial energy efficiency potentials: an assessment of three different robot concepts,International Journal of Sustainable Engineering,,,,,,2017,2020-03-29 15:01:51,2020-03-29 15:01:51,,185–196,,3,10.0,,,Industrial energy efficiency potentials,,,,,,,,,,,,Google Scholar,,Publisher: Taylor & Francis,,C:\Users\StanS\Zotero\storage\WATZQPWA\19397038.2017.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
211,PM7DTMMC,conferencePaper,2016.0,"Otsu, Kyohei; Kubota, Takashi",Energy-aware terrain analysis for mobile robot exploration,Field and Service Robotics,,,,,,2016,2020-03-29 15:01:51,2020-03-29 15:01:51,,373–388,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\UABE3FA2\Otsu and Kubota - 2016 - Energy-aware terrain analysis for mobile robot exp.pdf; C:\Users\StanS\Zotero\storage\E6PMWG4P\978-3-319-27702-8_25.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
212,3M4UYSRY,journalArticle,2011.0,"ZHANG, Yi; SHAO, Wei; ZHU, Dalin; ZOU, Shengquan; AI, Fuzhou; ZHU, Xianfeng",Development and Dynamics Simulation of De-icing Robot for Overhead Power Transmission Lines,Water Resources and Power,,,,,,2011,2020-03-29 15:02:14,2020-03-29 15:02:14,,50,,3,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\H5BPFLY3\CJFDTotal-SDNY201103050.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
213,98XNZ5VJ,journalArticle,2016.0,"Kaplan, Adam; Kingry, Nathaniel; Uhing, Paul; Dai, Ran",Time-optimal path planning with power schedules for a solar-powered ground robot,IEEE Transactions on Automation Science and Engineering,,,,,,2016,2020-03-29 15:02:14,2020-03-29 15:02:14,,1235–1244,,2,14.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,C:\Users\StanS\Zotero\storage\WJCWFTN4\7425281.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
214,7BHH6JHV,conferencePaper,2007.0,"Xiao, Xiaohui; Wu, Gongping; Li, Sanping",Dynamic coupling simulation of a power transmission line inspection robot with its flexible moving path when overcoming obstacles,2007 IEEE International Conference on Automation Science and Engineering,,,,,,2007,2020-03-29 15:02:14,2020-03-29 15:02:14,,326–331,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\SA9KIJ5W\4341691.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
215,RFQTKBLE,conferencePaper,2007.0,"Lu, Peng; Yuan, Kui; Zou, Wei",A High Performance Low Power Consumption Robot Vision System,Third International Conference on Natural Computation (ICNC 2007),,,,,,2007,2020-03-29 15:02:14,2020-03-29 15:02:14,,171–175,,,5.0,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\TMDJ8VW5\4344832.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
216,NJ6IYES8,bookSection,2014.0,"Heppner, G.; Buettner, T.; Roennau, A.; Dillmann, R.",Versatile-high power gripper for a six legged walking robot,Mobile Service Robotics,,,,,,2014,2020-03-29 15:02:14,2020-03-29 15:02:14,,461–468,,,,,,,,,,,World Scientific,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\AT3E5ABE\9789814623353_0054.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
217,WEB4AQCT,journalArticle,2017.0,"Deng, Jing; Wang, Pengfei; Li, Mantian; Guo, Wei; Zha, Fusheng; Wang, Xin",Structure design of active power-assist lower limb exoskeleton APAL robot,Advances in Mechanical Engineering,,,,,,2017,2020-03-29 15:02:14,2020-03-29 15:02:14,,1687814017735791,,11,9.0,,,,,,,,,,,,,,,Google Scholar,,"Publisher: SAGE Publications Sage UK: London, England",,C:\Users\StanS\Zotero\storage\QSUST6QY\Deng et al. - 2017 - Structure design of active power-assist lower limb.pdf; C:\Users\StanS\Zotero\storage\JUBMHAGK\1687814017735791.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
