"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GEXS7GQM","journalArticle","2019","Abidin, AS Zainal; Sawing, T. B.; Mohamaddan, S.; Halim, H. H. A.; Annisa, J.; Muslimen, R.; Ashari, M. F.; Jamaludin, M. S.","Energy Harvesting from Rotating Motion of In-Pipe Robot Cleaning Device","International Journal of Automotive and Mechanical Engineering","","","","","","2019","2020-03-29 14:59:50","2020-03-29 14:59:50","","6427–6436","","1","16","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFAZY6I3","journalArticle","2013","Gyurka, B.; Gherman, B.; Vaida, C.; Kovacs, I.; Pisla, D.","Optimal control for reducing the energy consumption of a reconfigurable parallel robot","IFAC Proceedings Volumes","","","","","","2013","2020-03-29 15:00:22","2020-03-29 15:00:22","","143–148","","6","46","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\FGEUH85J\S1474667016341982.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UYEJZB7","conferencePaper","2017","Kreciglowa, Nadia; Karydis, Konstantinos; Kumar, Vijay","Energy efficiency of trajectory generation methods for stop-and-go aerial robot navigation","2017 International Conference on Unmanned Aircraft Systems (ICUAS)","","","","","","2017","2020-03-29 15:00:22","2020-03-29 15:00:22","","656–662","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\4AGINEIW\7991496.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTKHMWJ9","journalArticle","2017","Pecher, Oliver; Halat, David M.; Lee, Jeongjae; Liu, Zigeng; Griffith, Kent J.; Braun, Marco; Grey, Clare P.","Enhanced efficiency of solid-state NMR investigations of energy materials using an external automatic tuning/matching (eATM) robot","Journal of Magnetic Resonance","","","","","","2017","2020-03-29 15:00:22","2020-03-29 15:00:22","","127–136","","","275","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\AHZTHVXW\S1090780716302725.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2NBK7JI","patent","2018","Altman, Vladimir; Galluzzo, Thomas; Brown, Steve C.","Field replaceable battery pack and lift counterbalance for a mobile manipulation robot","","","","","","","2018-04-19","2020-03-29 15:00:22","2020-03-29 15:00:22","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\NJN6ASHG\Altman et al. - 2018 - Field replaceable battery pack and lift counterbal.pdf; C:\Users\StanS\Zotero\storage\48A638SH\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFCRUM5P","conferencePaper","2010","Wang, Lan; Wang, Keyi","Experimentation research on lower-limb power assisted robot","2010 8th World Congress on Intelligent Control and Automation","","","","","","2010","2020-03-29 15:00:22","2020-03-29 15:00:22","","1462–1467","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\9RB628HG\5555071.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGTNTHTH","journalArticle","2016","Ao, Di; Song, Rong; Gao, Jinwu","Movement performance of human–robot cooperation control based on EMG-driven hill-type and proportional models for an ankle power-assist exoskeleton robot","IEEE Transactions on Neural Systems and Rehabilitation Engineering","","","","","","2016","2020-03-29 15:00:22","2020-03-29 15:00:22","","1125–1134","","8","25","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\StanS\Zotero\storage\KBCSEU73\7497599.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T5FIP994","journalArticle","2016","Alghooneh, Mansoor; Wu, Christine Qiong; Esfandiari, Masoumeh","A passive-based physical bipedal robot with a dynamic and energy-efficient gait on the flat ground","IEEE/ASME Transactions on Mechatronics","","","","","","2016","2020-03-29 15:00:22","2020-03-29 15:00:22","","1977–1984","","4","21","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\StanS\Zotero\storage\9QB5B48Y\7422811.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P55XIW38","journalArticle","2016","Rahman, SM Mizanoor; Ikeura, Ryojun","Cognition-Based Control and Optimization Algorithms for Optimizing Human-Robot Interactions in Power-Assisted Object Manipulation.","J. Inf. Sci. Eng.","","","","","","2016","2020-03-29 15:00:22","2020-03-29 15:00:22","","1325–1344","","5","32","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\YZE2RMHR\Rahman and Ikeura - 2016 - Cognition-Based Control and Optimization Algorithm.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2MX449R","journalArticle","2016","Patil, Madhav; Abukhalil, Tamer; Patel, Sarosh; Sobh, Tarek","UB Swarm: hardware implementation of heterogeneous swarm robot with fault detection and power management","International Journal of Computing","","","","","","2016","2020-03-29 15:00:22","2020-03-29 15:00:22","","162–176","","3","15","","","UB Swarm","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\8MID4QLQ\Patil et al. - 2016 - UB Swarm hardware implementation of heterogeneous.pdf; C:\Users\StanS\Zotero\storage\4AFLLVAI\849.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBEU59RN","journalArticle","2014","Roy, Shibendu Shekhar; Pratihar, Dilip Kumar","Kinematics, dynamics and power consumption analyses for turning motion of a six-legged robot","Journal of Intelligent & Robotic Systems","","","","","","2014","2020-03-29 15:00:22","2020-03-29 15:00:22","","663–688","","3-4","74","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\StanS\Zotero\storage\V38MPTPM\Roy and Pratihar - 2014 - Kinematics, dynamics and power consumption analyse.pdf; C:\Users\StanS\Zotero\storage\YDEWUCEE\s10846-013-9850-6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9RVCNGE","journalArticle","2016","Ortigoza, Ramon Silva; Sanchez, Jose Rafael Garcia; Guzman, Victor Manuel Hernandez; Sanchez, Celso Marquez; Aranda, Mariana Marcelino","Trajectory tracking control for a differential drive wheeled mobile robot considering the dynamics related to the actuators and power stage","IEEE latin America transactions","","","","","","2016","2020-03-29 15:00:36","2020-03-29 15:00:36","","657–664","","2","14","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\StanS\Zotero\storage\ZS66VBDH\7437207.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WB8KNAIE","conferencePaper","2009","Simas, Henrique; Barasuol, Victor; Kinceler, Roberto; Raposo, Emerson; Martins, Daniel; Pieri, Edson Roberto; De Negri, Victor Juliano; Stemmer, Marcelo; Castelan, Eugênio B.; Negreiros, Daniel Campos","Kinematic conception of a hydraulic robot applied to power line insulators maintenance","20th Cobem-International Congress of Mechanocal Engineering","","","","","","2009","2020-03-29 15:00:36","2020-03-29 15:00:36","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\8BUU993L\Simas et al. - 2009 - Kinematic conception of a hydraulic robot applied .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AV2YFBDZ","journalArticle","2016","Panda, Kaibalya Prasad; Behera, Nirakar; Biswal, Kamal Lochan","Wireless power transfer application in GSM controlled robot for home automation","World Academy of Science, Engineering and Technology International Journal of Electronics and Communication Engineering","","","","","","2016","2020-03-29 15:00:36","2020-03-29 15:00:36","","","","8","10","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5C4MM33","conferencePaper","2014","Pentzer, Jesse; Brennan, Sean; Reichard, Karl","On-line estimation of vehicle motion and power model parameters for skid-steer robot energy use prediction","2014 American Control Conference","","","","","","2014","2020-03-29 15:00:36","2020-03-29 15:00:36","","2786–2791","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\XB9DJSA2\6859073.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZ4G85I6","conferencePaper","2018","Ranaweera, RKPS; Jayasiri, WATI; Tharaka, W. G. D.; Gunasiri, JHHP; Gopura, RARC; Jayawardena, T. S. S.; Mann, G. K. I.","Anthro-X: Anthropomorphic lower extremity exoskeleton robot for power assistance","2018 4th International Conference on Control, Automation and Robotics (ICCAR)","","","","","","2018","2020-03-29 15:00:36","2020-03-29 15:00:36","","82–87","","","","","","Anthro-X","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\3TUC9HDC\Ranaweera et al. - 2018 - Anthro-X Anthropomorphic lower extremity exoskele.pdf; C:\Users\StanS\Zotero\storage\Y5WUTIVM\8384649.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QQNPFWSE","conferencePaper","2006","Tsukahara, Kiyoshi; Tanaka, Yorihiko; Takasu, Norihiko; Hori, Ryosuke; He, Yingxin; Tatematsu, Hiroki; Tatsuno, Kyouichi","Vision for a power distribution line maintenance robot-Environments input","2006 IEEE International Symposium on MicroNanoMechanical and Human Science","","","","","","2006","2020-03-29 15:00:36","2020-03-29 15:00:36","","1–6","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\A38YHQR3\4110375.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDKJDX5Q","journalArticle","2012","Gao, Xueshan; Shao, Jie; Dai, Fuquan; Zong, Chengguo; Guo, Wenzeng; Bai, Yang","Strong magnetic units for a wind power tower inspection and maintenance robot","International Journal of Advanced Robotic Systems","","","","","","2012","2020-03-29 15:00:36","2020-03-29 15:00:36","","189","","5","9","","","","","","","","","","","","","","","Google Scholar","","Publisher: SAGE Publications Sage UK: London, England","","C:\Users\StanS\Zotero\storage\SQFC9XLB\Gao et al. - 2012 - Strong magnetic units for a wind power tower inspe.pdf; C:\Users\StanS\Zotero\storage\E7TBCUCB\53780.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPDRRFAG","patent","2011","Blackwell, Trevor; Casner, Daniel; Nelson, Benjamin; Wiley, Scott","Self-balancing robot including an ultracapacitor power source","","","","","","","2011-10-18","2020-03-29 15:00:36","2020-03-29 15:00:36","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\9PBMQRHD\Blackwell et al. - 2011 - Self-balancing robot including an ultracapacitor p.pdf; C:\Users\StanS\Zotero\storage\F3D7WLJY\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWQSKDML","conferencePaper","2011","Liu, Tao; Zhang, Bin; Jia, Jixing","Electromagnetic navigation system design of the green house spraying robot","2011 Second International Conference on Mechanic Automation and Control Engineering","","","","","","2011","2020-03-29 15:00:36","2020-03-29 15:00:36","","2140–2144","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\7GIDLD3X\5987400.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUWRHNGL","conferencePaper","2017","Scheunemann, Marcus M.; Dautenhahn, Kerstin","Bluetooth low energy for autonomous human-robot interaction","Proceedings of the Companion of the 2017 ACM/IEEE International Conference on Human-Robot Interaction","","","","","","2017","2020-03-29 15:00:36","2020-03-29 15:00:36","","52–52","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\3WWPI9W8\Scheunemann and Dautenhahn - 2017 - Bluetooth low energy for autonomous human-robot in.pdf; C:\Users\StanS\Zotero\storage\CS7MTSRF\3029798.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8YUM4TER","journalArticle","2008","Xiao, Xiaohui; Wu, Gongping; Xiao, Hua; Dai, Jinchun","An inspection robot for high voltage power transmission line and its dynamics study","Service Robot Applications","","","","","","2008","2020-03-29 15:01:43","2020-03-29 15:01:43","","342","","","331","","","","","","","","","","","","","","","Google Scholar","","Publisher: BoD–Books on Demand","","C:\Users\StanS\Zotero\storage\8DSDFHUS\books.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
